block,network_rate,generation_rate,AlphaPoints_bought,AlphaPoints_sold,exchange_rate,warehouse_capacity,warehouse_AlphaPoints_level,warehouse_AlphaPoints_max,AlphaPoints_per_block_in,AlphaPoints_per_block_out,token_price,average_transaction_cost_usd
824000,7.184184251,8.354174069,11.02431537,4.843054294,11.34404934,31.85975501,544486.561,1709029.91,4.843054294,11.02431537,0.070612916,0.22118137
825000,7.02238096,7.395490239,5.85212469,1.679188052,7.82939693,36.3713283,545147.2228,1498849.289,1.679188052,5.85212469,0.070665238,0.221093029
826000,7.844959674,7.674633625,3.035047924,2.153932187,9.937690435,35.34808736,545629.2406,1543591.641,2.153932187,3.035047924,0.070717559,0.221004889
827000,14.42764105,9.694070987,1.894234465,13.18552382,9.188183181,29.40406536,545566.5133,1855373.451,13.18552382,1.894234465,0.070769881,0.220916949
828000,7.207927439,6.954619526,4.217548516,4.808786115,9.560405355,39.0343715,545184.2256,1396675.836,4.808786115,4.217548516,0.070822202,0.220829209
829000,6.396251727,6.089630382,12.68201183,1.310891295,6.503637922,44.74589852,546408.8323,1221162.657,1.310891295,12.68201183,0.070874524,0.220741668
830000,6.794932554,7.715381873,11.97713937,2.052351417,8.950409561,34.54305293,544086.3417,1575125.012,2.052351417,11.97713937,0.070926845,0.220654326
831000,8.983794574,12.32286073,4.281725398,14.12599608,22.40205995,21.3476464,545478.309,2555169.102,14.12599608,4.281725398,0.070979167,0.220567181
832000,8.497327965,9.821089806,5.0585197,11.00090441,15.47470685,26.96774944,546875.4823,2027864.954,11.00090441,5.0585197,0.071031488,0.220480233
833000,7.860701546,6.994660619,9.531634865,7.902328672,10.44033292,39.34505819,547581.3613,1391745.281,7.902328672,9.531634865,0.07108381,0.220393482
834000,12.47854258,17.07643268,1.982262075,4.199498514,19.68320377,15.10537011,547787.85,3626429.731,4.199498514,1.982262075,0.071136131,0.220306927
835000,8.807226876,7.996262252,9.069262588,11.82649865,8.283303427,34.30916408,547177.9823,1594836.947,11.82649865,9.069262588,0.071188453,0.220220566
836000,7.098046263,10.29993242,0.896319397,10.76858686,20.18976827,24.80429963,547876.066,2208754.941,10.76858686,0.896319397,0.071240774,0.220149001
837000,5.956050983,6.561811931,3.441184737,5.744081952,9.888031435,41.0101301,548077.2788,1336438.033,5.744081952,3.441184737,0.071293096,0.220063023
838000,6.496594397,7.134092454,1.493671339,6.21880257,7.879042066,37.99585307,551656.661,1451874.063,6.21880257,1.493671339,0.071345417,0.219977237
839000,21.16934688,18.00222676,4.588122186,5.69091949,16.68597979,15.32570243,551705.0115,3599860.503,5.69091949,4.588122186,0.071397739,0.219891645
840000,7.671775077,7.534718463,9.880021038,10.29274537,11.7402038,36.37991017,551868.3177,1516957.855,10.29274537,9.880021038,0.07145006,0.219806244
841000,7.110016323,7.201058237,9.683312494,1.427300821,6.50749562,37.95100836,551679.3188,1453683.574,1.427300821,9.683312494,0.071502382,0.219721034
842000,7.654122263,6.777233412,7.929948362,7.195973233,9.194998094,41.074111,553567.8875,1347731.23,7.195973233,7.929948362,0.071554703,0.219636015
843000,7.016915184,7.095597492,1.890509529,9.644953086,8.442391626,38.59753725,552802.5732,1432202.306,9.644953086,1.890509529,0.071607025,0.219551186
844000,5.728001504,6.537156443,1.541876077,7.043514123,8.827584748,41.33741965,551885.6248,1335061.859,7.043514123,1.541876077,0.071659346,0.219466546
845000,7.055151532,7.545539535,7.387482748,9.668619182,7.188842256,36.07308268,552493.0414,1531587.32,9.668619182,7.387482748,0.071711667,0.219382094
846000,6.915867487,9.741250557,12.03120775,3.448267289,13.3268716,27.28115858,555062.0558,2034630.007,3.448267289,12.03120775,0.071763989,0.219297831
847000,6.20042427,7.12394642,2.268576244,1.767783882,9.1268217,38.12854755,555185.1619,1456089.199,1.767783882,2.268576244,0.071816311,0.219213754
848000,15.22684745,14.81455642,6.533337157,23.13717012,13.82753833,18.5159526,556448.9752,3005151.198,23.13717012,6.533337157,0.071868632,0.219129865
849000,8.566793197,7.739841017,7.034195941,2.329987501,6.973269396,36.01031982,555563.6454,1542803.153,2.329987501,7.034195941,0.071920954,0.219046162
850000,7.35323655,6.925027082,6.267341012,1.688160805,6.53203488,40.16676009,557107.7423,1386998.404,1.688160805,6.267341012,0.071973275,0.218971478
851000,6.816619461,7.440954288,13.04143145,12.07444248,10.65142699,36.95315331,559237.9366,1513372.618,12.07444248,13.04143145,0.072025597,0.218888142
852000,7.33003652,8.148767871,10.57758262,2.234844759,10.10292219,33.65361198,558697.4622,1660165.944,2.234844759,10.57758262,0.072077918,0.21880499
853000,7.661129422,9.283530861,1.652738454,9.169985828,12.9305734,29.22962107,557124.1052,1906000.035,9.169985828,1.652738454,0.07213024,0.218722021
854000,7.722180708,6.927320367,7.457019791,4.645855988,7.967420414,40.33414051,556479.2639,1379680.013,4.645855988,7.457019791,0.072182561,0.218639236
855000,5.814928158,7.530581661,55.91988617,10.2055626,10.4903758,35.89981831,558043.2531,1554573.236,10.2055626,55.91988617,0.072234883,0.218556633
856000,7.252244353,6.85249942,4.39264754,3.878648546,7.809437118,40.7208546,559090.9277,1372985.531,3.878648546,4.39264754,0.072287204,0.218474211
857000,8.686728461,11.90795837,1.482781827,15.9211354,17.08071852,22.12743788,560125.7099,2531297.453,15.9211354,1.482781827,0.072339526,0.218391972
858000,16.13417565,9.950639813,4.259300502,3.870477452,11.02668316,29.85146071,559837.051,1875410.538,3.870477452,4.259300502,0.072391847,0.218309912
859000,5.987546519,6.572324808,8.818572124,5.828115405,9.460745719,41.85667036,559784.0555,1337390.292,5.828115405,8.818572124,0.072444169,0.218228033
860000,7.535560489,9.825899074,9.274585195,16.15947248,14.61814649,27.47642205,559724.6672,2037083.946,16.15947248,9.274585195,0.07249649,0.218146333
861000,8.568252087,9.156253961,4.550583742,5.53189942,9.144337989,30.13328272,559991.5244,1858378.817,5.53189942,4.550583742,0.072548812,0.218064812
862000,8.111398934,8.419793854,12.51297743,5.873966127,9.659551668,33.09237976,563906.4155,1704057.123,5.873966127,12.51297743,0.072601133,0.21798347
863000,5.562499315,6.055461758,13.19662804,7.101854255,7.472267269,46.13642587,568045.0956,1231242.299,7.101854255,13.19662804,0.072653455,0.217902305
864000,7.196949103,7.038336054,13.14087283,2.284144304,6.985855965,40.1799108,568760.9826,1415562.723,2.284144304,13.14087283,0.072705776,0.217837633
865000,7.324372548,8.043518751,5.187155061,12.47599036,8.723820794,34.75529167,568893.8656,1636834.42,12.47599036,5.187155061,0.072758098,0.217756816
866000,8.148620521,7.778564895,13.45419743,8.730591387,7.676992201,36.55580294,570377.558,1560305.713,8.730591387,13.45419743,0.072810419,0.217676175
867000,6.698006859,6.869271622,6.293719244,10.56817988,8.779683333,41.29748106,573434.1397,1388534.725,10.56817988,6.293719244,0.072862741,0.217595709
868000,8.478482103,8.692569715,11.35656363,3.927598508,11.2768233,32.60932164,574407.8186,1761506.277,3.927598508,11.35656363,0.072915062,0.217515417
869000,10.4890187,10.20143783,6.086300433,5.025927069,9.037588989,28.16200507,577692.8108,2051323.653,5.025927069,6.086300433,0.072967384,0.2174353
870000,12.20041725,15.97749818,12.3573376,16.11394333,15.22690288,16.87845817,579224.304,3431714.803,16.11394333,12.3573376,0.073019705,0.217355357
871000,6.797442205,8.380524272,12.87745434,4.078517336,10.15292982,33.66619853,581155.5512,1726254.747,4.078517336,12.87745434,0.073072027,0.217275587
872000,5.604588518,7.631930701,7.753883238,2.85785342,10.07369327,36.68655847,581852.3455,1586022.962,2.85785342,7.753883238,0.073124348,0.217195989
873000,7.15090621,7.417212622,5.656905049,11.41596287,9.816962914,38.69151349,580750.4289,1500961.367,11.41596287,5.656905049,0.07317667,0.217116564
874000,11.08670885,17.54824285,6.244481792,19.33307353,20.33089784,15.01894063,584891.1384,3894269.669,19.33307353,6.244481792,0.073228991,0.217037309
875000,5.614478498,6.185145038,8.969910747,7.479837111,7.331995701,46.55036947,586084.1392,1259035.397,7.479837111,8.969910747,0.073281313,0.216958226
876000,6.584983296,6.657417586,5.520623046,10.42194885,8.551266943,43.78465723,588327.3072,1343672.517,10.42194885,5.520623046,0.073333634,0.216879313
877000,8.411062032,8.431557645,5.481562714,13.5899498,12.04097676,34.72744805,590922.2661,1701576.68,13.5899498,5.481562714,0.073385956,0.21680057
878000,5.841624199,6.292653675,0.935336838,5.632272355,8.538578549,46.26530195,591354.0618,1278170.335,5.632272355,0.935336838,0.073438277,0.216721996
879000,6.720391,9.381853,4.942747892,10.58710651,13.4663556,30.29263855,590064.0124,1947860.59,10.58710651,4.942747892,0.073490599,0.216659479
880000,6.131218696,7.089552341,4.287032529,4.398150891,8.432818387,40.66273185,589443.25,1449590.601,4.398150891,4.287032529,0.07354292,0.216581236
881000,6.791933481,9.215178034,8.112854042,3.074460558,9.670331262,30.92292511,590376.5958,1909203.712,3.074460558,8.112854042,0.073595242,0.216503161
882000,5.488838358,6.136530401,9.691048127,8.687427608,7.951487172,47.23468607,590843.153,1250869.236,8.687427608,9.691048127,0.073647563,0.216425252
883000,7.695477138,7.795031116,2.896704705,9.638118368,11.25869298,37.50846297,590968.0486,1575541.252,9.638118368,2.896704705,0.073699884,0.216347511
884000,7.54709424,8.150146807,3.60967327,5.10738341,11.97704239,35.79091035,592651.3735,1655867.007,5.10738341,3.60967327,0.073752206,0.216269935
885000,8.382480377,9.835369512,12.54575597,14.76971034,14.07957848,29.2977292,591789.6111,2019908.721,14.76971034,12.54575597,0.073804528,0.216192525
886000,6.649985254,6.946128205,3.792200326,2.219122594,8.293578186,41.98709634,590598.9657,1406623.916,2.219122594,3.792200326,0.073856849,0.21611528
887000,6.786396489,6.495814086,13.79446374,10.34588838,7.723671269,45.22316335,589430.5843,1303389.655,10.34588838,13.79446374,0.073909171,0.2160382
888000,26.94604536,19.42206725,6.940822826,18.63594928,14.82976896,13.66781717,589575.8362,4313520.832,18.63594928,6.940822826,0.073961492,0.215961283
889000,6.840774707,7.141238966,12.84138947,6.295758882,9.311466673,40.80880485,590111.7495,1446056.304,6.295758882,12.84138947,0.074013814,0.215884529
890000,8.120513518,7.685074456,11.84789667,3.773773467,9.112602857,38.29605112,589778.1252,1540070.535,3.773773467,11.84789667,0.074066135,0.215807939
891000,6.944394428,7.118655551,2.263784889,9.099061337,9.642743556,41.17668559,592623.809,1439205.136,9.099061337,2.263784889,0.074118457,0.215731511
892000,6.432437145,7.27721741,5.12493245,6.314596663,9.607719405,40.02537586,594383.6895,1485014.162,6.314596663,5.12493245,0.074170778,0.215655244
893000,7.048236093,9.267998582,11.04872686,4.871822959,13.45981101,30.95515436,594382.1214,1920159.374,4.871822959,11.04872686,0.074223099,0.215593538
894000,8.202426394,7.819673329,10.98109507,9.138656879,12.32562836,37.91194123,596056.2218,1572217.209,9.138656879,10.98109507,0.074275421,0.215517588
895000,6.400596928,7.622403723,12.78009111,11.19164761,10.2196096,38.30737094,598627.9599,1562700.686,11.19164761,12.78009111,0.074327743,0.215441799
896000,7.051446492,6.535166564,1.660036668,5.684753929,8.872172771,46.02866097,601383.9347,1306533.576,5.684753929,1.660036668,0.074380064,0.21536617
897000,11.70820757,9.674769892,11.06599553,2.934177194,11.76271159,31.57439541,602204.6039,1907281.922,2.934177194,11.06599553,0.074432386,0.2152907
898000,12.35330086,8.772384875,8.732601142,12.22675498,8.392706406,35.62791815,603016.0902,1692528.296,12.22675498,8.732601142,0.074484707,0.215215389
899000,7.605348051,7.633922814,12.45933321,2.416582267,8.176187979,39.26821502,604565.4478,1539605.226,2.416582267,12.45933321,0.074537029,0.215140236
900000,8.099760392,7.579274852,8.526287254,11.18204469,8.698396955,39.80344192,603795.618,1516936.559,11.18204469,8.526287254,0.07458935,0.215065241
901000,7.581126421,10.62004326,6.364472151,11.47185787,12.69207952,27.15885456,605196.0378,2228337.462,11.47185787,6.364472151,0.074641671,0.214990404
902000,7.300725384,7.767196635,9.197834017,2.118101795,11.7612736,38.36946674,604765.9566,1576183.063,2.118101795,9.197834017,0.074693993,0.214915723
903000,9.855364342,15.75737231,1.719554207,15.92936128,24.85086846,17.98311161,607219.1952,3376529.039,15.92936128,1.719554207,0.074746315,0.214841198
904000,8.987624802,8.03005481,2.184958658,4.891106252,8.567054773,37.97885986,607109.3673,1598538.406,4.891106252,2.184958658,0.074798636,0.214766829
905000,7.668614144,7.30599746,2.518215779,8.756229839,8.652387563,41.41837612,606865.7916,1465193.98,8.756229839,2.518215779,0.074850958,0.214692616
906000,11.9540851,9.884345181,4.038163239,1.736755416,7.669276791,31.12448725,606539.8566,1948761.929,1.736755416,4.038163239,0.074903279,0.214618557
907000,6.72203579,7.405743011,13.35483988,11.76231664,10.67963406,40.23920704,606607.1811,1507506.778,11.76231664,13.35483988,0.074955601,0.214544653
908000,6.509994874,7.197271228,4.580823204,1.17047647,7.316274754,41.32290088,605606.2674,1465554.607,1.17047647,4.580823204,0.075007922,0.214483823
909000,6.772511467,7.672451227,4.528653281,3.855161789,11.40676237,38.85648169,608727.9305,1566607.622,3.855161789,4.528653281,0.075060244,0.214410221
910000,10.05841445,12.65238778,13.28289833,10.12495467,15.13196911,23.27264775,609515.5187,2619034.513,10.12495467,13.28289833,0.075112565,0.214336773
911000,8.519401605,8.598760279,11.82575058,12.16086989,10.29991865,35.25541613,611750.2546,1735194.153,12.16086989,11.82575058,0.075164886,0.214263476
912000,10.89913948,15.36443596,4.164976218,15.48646176,12.02895067,18.57647107,614064.2388,3305541.267,15.48646176,4.164976218,0.075217208,0.214190332
913000,7.840761546,7.777721528,1.729296957,9.344309112,9.474477477,39.1484696,613327.4604,1566650.885,9.344309112,1.729296957,0.07526953,0.21411734
914000,7.847223134,7.610692259,5.700918802,11.28073235,11.79219056,40.27573354,616446.8795,1530552.632,11.28073235,5.700918802,0.075321851,0.214044498
915000,8.049259679,7.514283396,7.719293664,4.640155325,8.30496705,40.97193618,616020.9507,1503526.773,4.640155325,7.719293664,0.075374173,0.213971807
916000,8.103789201,8.372502621,6.616054631,7.304630919,10.69204549,36.4467621,617378.8364,1693917.683,7.304630919,6.616054631,0.075426494,0.213899266
917000,6.484580101,7.590004421,10.13076412,3.769965062,8.02654381,39.70829699,616902.9956,1553603.159,3.769965062,10.13076412,0.075478816,0.213826875
918000,8.517148902,8.941609501,2.465008677,12.34135023,10.60243793,34.01704457,616275.9706,1811639.142,12.34135023,2.465008677,0.075531137,0.213754633
919000,7.235968892,8.01841382,5.963625414,6.534167348,10.9240587,37.73303494,617184.4186,1635659.175,6.534167348,5.963625414,0.075583459,0.21368254
920000,7.536388428,7.232470379,4.867067025,3.923644455,10.87753245,42.52681003,617325.2766,1451616.568,3.923644455,4.867067025,0.07563578,0.213610595
921000,6.950016681,8.886090919,2.966485646,11.70971275,12.12541267,33.70929716,618377.8209,1834417,11.70971275,2.966485646,0.075688102,0.213538797
922000,6.035883441,8.529858987,13.14130079,10.78620187,12.679675,34.82654742,617531.2104,1773169.066,10.78620187,13.14130079,0.075740423,0.213482938
923000,8.540033248,8.19991011,6.591994456,1.335721769,7.397395309,37.58424386,618587.8402,1645884.107,1.335721769,6.591994456,0.075792745,0.213411429
924000,7.878723379,7.433109632,8.617886342,1.418936128,7.128302489,41.84878428,623145.6844,1489058.509,1.418936128,8.617886342,0.075845066,0.213340067
925000,7.571240948,7.188345887,5.51048768,7.110739205,8.704507246,43.23599838,623051.834,1441045.094,7.110739205,5.51048768,0.075897388,0.213268851
926000,6.586901666,7.211963865,4.120728984,5.794901677,8.415735952,42.36375348,621561.1373,1467196.393,5.794901677,4.120728984,0.075949709,0.213197781
927000,8.825894829,8.3324565,61.6433314,2.203267622,10.06605149,37.20338384,621745.8465,1671367.554,2.203267622,61.6433314,0.076002031,0.213126856
928000,9.356401346,15.74554979,10.23983977,16.57228605,25.81170966,18.27782355,623861.5399,3413181.038,16.57228605,10.23983977,0.076054352,0.213056075
929000,6.919743619,7.362979426,13.18648351,10.95419014,10.01645682,41.7171041,623160.6027,1493782.583,10.95419014,13.18648351,0.076106674,0.212985439
930000,7.542044332,8.534502851,5.649475952,3.815911515,10.22754673,35.75766578,623484.4635,1743643.729,3.815911515,5.649475952,0.076158995,0.212914946
931000,7.92576955,10.85638063,13.0944471,14.27005207,17.77123562,27.6896532,623250.1313,2250836.986,14.27005207,13.0944471,0.076211317,0.212844597
932000,8.279313017,7.707978917,12.32852484,1.035050561,9.309468476,40.60643514,626060.6645,1541804.78,1.035050561,12.32852484,0.076263638,0.212774391
933000,12.0883974,15.24432895,11.47522652,22.50662899,17.47515367,19.81311918,627101.4177,3165026.065,22.50662899,11.47522652,0.07631596,0.212704327
934000,7.739879127,7.660929776,8.657207188,4.293625084,7.110268096,40.65023058,627134.4079,1542768.055,4.293625084,8.657207188,0.076368281,0.212634405
935000,63.04995282,9.049031435,10.02977047,11.46894868,9.672373739,41.00793511,628406.7008,1532399.18,11.46894868,10.02977047,0.076420603,0.212564625
936000,7.452902403,7.449637345,4.607884911,2.095274902,8.750392876,41.88904078,629100.6651,1501832.379,2.095274902,4.607884911,0.076472924,0.212510049
937000,34.25221148,13.39741756,10.82400808,8.863632552,9.583116938,23.13800492,630546.9013,2725165.215,8.863632552,10.82400808,0.076525246,0.212440546
938000,16.25102992,13.23707037,12.58326552,5.50223634,10.57604467,24.32387861,633765.4014,2605556.838,5.50223634,12.58326552,0.076577567,0.212371183
939000,6.776411519,7.162305795,2.057098874,2.62426306,7.836469354,43.66662805,634088.0096,1452109.931,2.62426306,2.057098874,0.076629888,0.21230196
940000,7.807433383,7.984435186,7.615983337,6.90785879,8.053116619,39.4891501,637128.4434,1613428.372,6.90785879,7.615983337,0.07668221,0.212232876
941000,7.916528772,7.561189619,12.75782436,9.803418242,10.64756688,42.05671672,638235.6373,1517566.376,9.803418242,12.75782436,0.076734532,0.212163932
942000,10.28166869,9.526281674,11.29408391,7.604854558,11.72909977,33.52109192,638617.4989,1905132.415,7.604854558,11.29408391,0.076786853,0.212095126
943000,8.648825642,8.312232022,4.676869692,0.909892475,7.643933986,38.36546016,640168.5674,1668616.333,0.909892475,4.676869692,0.076839175,0.212026459
944000,8.876696409,7.817544818,142.8371042,2.95554756,8.937869157,41.40134413,643046.8661,1553540.739,2.95554756,142.8371042,0.076891496,0.211957929
945000,13.27759617,21.6524163,1.428078493,11.46513045,23.78092234,13.9687043,644549.2685,4614166.194,11.46513045,1.428078493,0.076943818,0.211889536
946000,8.138905656,7.758408735,12.01426282,10.02154757,12.1975856,41.34532548,643339.812,1556020.656,10.02154757,12.01426282,0.076996139,0.211821281
947000,8.077269616,8.249735364,12.54854802,13.01245678,9.60625216,38.61529611,643642.7645,1666806.591,13.01245678,12.54854802,0.077048461,0.211753162
948000,33.19393089,19.89265034,2.884555247,2.127876489,9.699777533,14.79664548,647130.8216,4373501.946,2.127876489,2.884555247,0.077100782,0.21168518
949000,10.38268628,10.33880695,1.461708669,11.20092281,10.7755177,31.11243005,648197.4936,2083372.315,11.20092281,1.461708669,0.077153104,0.211617333
950000,7.491811739,7.987324551,14.21130351,10.36911879,10.43212914,40.02715959,648740.3228,1620759.933,10.36911879,14.21130351,0.077205425,0.211549621
951000,8.422999881,8.593548679,5.818949133,1.832796884,8.860261895,37.3485535,648396.273,1736078.639,1.832796884,5.818949133,0.077257747,0.211495434
952000,10.72975311,14.65673044,7.163700409,9.037647219,22.03976654,20.98650873,652565.0171,3109441.173,9.037647219,7.163700409,0.077310068,0.211427988
953000,8.38311867,8.014543931,2.719462025,3.064062278,9.765068799,40.86595261,657088.3438,1607910.638,3.064062278,2.719462025,0.07736239,0.211360676
954000,8.930430284,8.660915844,11.79308005,9.111993376,11.4592358,37.74780854,657905.5963,1742904.563,9.111993376,11.79308005,0.077414711,0.211293497
955000,8.800306061,8.660171188,8.326800802,13.79683715,11.840211,37.76763751,658263.9334,1742916.705,13.79683715,8.326800802,0.077467033,0.211226452
956000,8.26785854,8.602203155,6.579993105,3.62395153,8.320577473,37.82395247,658625.2637,1741299.301,3.62395153,6.579993105,0.077519354,0.21115954
957000,6.900167161,6.87065957,12.47378542,10.55284002,9.872677651,47.64848641,659749.9638,1384622.964,10.55284002,12.47378542,0.077571676,0.21109276
958000,8.984415127,12.96495896,12.08956456,19.61477231,19.1151817,24.19082186,658936.6331,2723880.618,19.61477231,12.08956456,0.077623997,0.211026113
959000,7.696197266,7.800773689,5.252970032,85.02249121,12.21456674,41.85134858,659177.9078,1574855.197,85.02249121,5.252970032,0.077676319,0.210959597
960000,8.724069522,7.81389669,5.4471083,12.11257276,11.30241102,42.37561239,659385.3828,1556033.483,12.11257276,5.4471083,0.07772864,0.210893213
961000,9.054973341,8.175498626,6.523585186,1.320711396,8.444337643,40.60229358,661616.3147,1629517.594,1.320711396,6.523585186,0.077780962,0.21082696
962000,7.516911017,7.579422807,11.89384814,5.971009358,9.792578535,43.14636469,659847.9377,1529338.254,5.971009358,11.89384814,0.077833283,0.210760837
963000,8.183841217,8.127114423,5.602500211,1.858648586,11.9602638,40.35590121,660755.3393,1637329.519,1.858648586,5.602500211,0.077885605,0.210694845
964000,6.737580351,7.883996084,9.143790426,2.377313538,9.532343156,40.97828403,661276.9151,1613741.759,2.377313538,9.143790426,0.077937926,0.210628982
965000,8.548405952,8.492874055,12.88187634,1.322079184,8.281121637,38.64447067,661189.5228,1710984.964,1.322079184,12.88187634,0.077990248,0.210577495
966000,23.38237773,25.67584785,12.24415084,24.40002679,20.15857068,11.22956849,661016.5056,5886284.501,24.40002679,12.24415084,0.078042569,0.210511886
967000,6.634102348,7.932228064,12.03268305,5.215391467,10.63222222,40.78512766,663438.6435,1626684.772,5.215391467,12.03268305,0.078094891,0.210446406
968000,7.571871694,8.160246743,12.96351078,7.727916495,13.83777079,40.022943,663738.8395,1658408.966,7.727916495,12.96351078,0.078147212,0.210381055
969000,7.932019366,7.726329679,5.35328107,8.302417711,8.597787081,42.663137,662673.7184,1553263.112,8.302417711,5.35328107,0.078199534,0.210315831
970000,9.525906108,8.776334196,2.46765585,9.160639915,8.325809779,37.80863796,662944.2894,1753402.482,9.160639915,2.46765585,0.078251855,0.210250735
971000,7.248642617,9.309185042,0.59105537,3.260777922,13.727555,34.42876472,661764.4195,1922118.773,3.260777922,0.59105537,0.078304177,0.210185766
972000,8.040569763,8.132502161,2.130321603,2.221775075,8.42600361,40.27655404,661124.9598,1641463.338,2.221775075,2.130321603,0.078356498,0.210120924
973000,6.068998699,6.987555678,10.36372672,4.150370331,7.040703468,46.32987638,661669.6547,1428183.971,4.150370331,10.36372672,0.07840882,0.210056209
974000,8.639562369,8.76615284,12.1894252,1.289268799,8.058475829,37.50846001,663867.3856,1769942.796,1.289268799,12.1894252,0.078461141,0.209991619
975000,8.566846172,8.955815115,0.545229861,5.85257412,9.392567347,36.67483667,665318.1731,1814085.423,5.85257412,0.545229861,0.078513463,0.209927156
976000,12.71921004,18.16183706,13.8203504,21.062092,24.91121781,16.96371575,664738.0001,3918544.547,21.062092,13.8203504,0.078565784,0.209862817
977000,9.684153213,8.290186382,7.95385258,1.194302181,10.46883038,40.48489367,664641.8899,1641720.131,1.194302181,7.95385258,0.078618106,0.209798604
978000,8.127280807,7.816014856,1.782810246,12.01218464,7.741019659,42.28762196,663546.6604,1569103.204,12.01218464,1.782810246,0.078670427,0.209734515
979000,7.817860305,8.530730271,15.34434046,8.586097185,11.52991465,38.16704625,662162.1337,1734923.074,8.586097185,15.34434046,0.078722749,0.20967055
980000,10.66005613,15.04097865,12.30681959,7.946971924,18.49045529,20.99616978,663773.453,3161423.344,7.946971924,12.30681959,0.07877507,0.20961544
981000,6.717599107,7.936835327,7.883759595,10.26952249,12.60977217,40.88052057,664694.9115,1625939.485,10.26952249,7.883759595,0.078827392,0.20955172
982000,9.797994042,12.64819947,2.230927753,8.91335545,17.44708184,25.50380283,666320.7168,2612606.593,8.91335545,2.230927753,0.078879713,0.209488124
983000,10.51382273,9.512999233,8.530373222,6.177234077,9.674918604,35.0258975,664854.8693,1898187.541,6.177234077,8.530373222,0.078932035,0.20942465
984000,7.715160914,7.960942762,11.15024294,7.02116987,9.806307654,41.34493707,665728.2164,1610190.733,7.02116987,11.15024294,0.078984356,0.209361298
985000,7.777677242,7.424542191,1.51240716,5.668525721,10.45568031,44.50251607,663283.6066,1490431.349,5.668525721,1.51240716,0.079036678,0.209298069
986000,8.272483187,7.712690436,0.813125396,2.209966779,11.50819698,43.22776143,667005.3236,1542999.001,2.209966779,0.813125396,0.079088999,0.209234962
987000,9.665798757,9.325036135,4.401997441,2.171330013,10.93365201,35.54597511,665665.8031,1872695.943,2.171330013,4.401997441,0.079141321,0.209171976
988000,7.773672251,8.73012264,0.732638767,12.57622534,9.874997061,37.41794165,666159.5705,1780289.608,12.57622534,0.732638767,0.079193642,0.209109111
989000,9.646047176,10.42590726,10.33334779,15.71001839,13.77613465,31.4350465,667631.2963,2123826.728,15.71001839,10.33334779,0.079245964,0.209046367
990000,12.60207892,13.14753018,4.384583239,11.17680847,12.71810943,24.9911044,670732.4784,2683857.726,11.17680847,4.384583239,0.079298285,0.208983743
991000,12.65769918,16.66065445,0.538349525,20.85980056,20.01586541,19.24474212,668633.2476,3474262.851,20.85980056,0.538349525,0.079350607,0.208921239
992000,8.266250364,8.495307118,1.689135074,11.91296921,11.90874654,39.01195227,670062.6261,1717556.706,11.91296921,1.689135074,0.079402928,0.208858855
993000,9.033390975,9.871647911,1.639441616,3.911745254,10.87859929,33.31898271,669351.1554,2008911.523,3.911745254,1.639441616,0.07945525,0.20879659
994000,6.77117347,6.850840459,6.361187303,10.49229879,9.068475795,48.44595333,669924.4895,1382820.055,10.49229879,6.361187303,0.079507571,0.208751321
995000,9.293451313,9.116259162,3.774471003,2.442091154,8.548710642,36.62047195,671646.5565,1834077.643,2.442091154,3.774471003,0.079559892,0.208689289
996000,14.07146418,15.80024478,11.4600192,14.44336198,17.55338908,20.79301909,672203.975,3232820.538,14.44336198,11.4600192,0.079612214,0.208627375
997000,9.043844041,9.113047521,2.018783713,12.27394813,11.74600449,36.45565379,670305.3966,1838658.951,12.27394813,2.018783713,0.079664536,0.208565579
998000,14.47299054,17.30060124,12.47639989,19.00518104,22.46925298,18.89045579,670203.2688,3547806.084,19.00518104,12.47639989,0.079716857,0.208503901
999000,9.285981289,9.792820007,10.69966316,4.739317547,11.55626246,33.77055085,670429.6585,1985267.051,4.739317547,10.69966316,0.079769179,0.20844234
1000000,6.647046857,8.989558156,14.35148033,2.556630772,9.64149178,35.96737091,669705.5285,1862013.559,2.556630772,14.35148033,0.0798215,0.208380896
1001000,8.733510859,8.77197093,1.111292659,11.32136099,10.76983544,37.86051204,669855.6166,1769245.503,11.32136099,1.111292659,0.079873822,0.208319569
1002000,12.65855478,15.30877341,6.621525257,21.31380581,19.03319743,21.33710715,670723.6959,3143392.396,21.31380581,6.621525257,0.079926143,0.208258358
1003000,7.149535344,8.00343136,8.01142736,9.055086845,9.827902354,41.19007235,672063.3448,1631612.334,9.055086845,8.01142736,0.079978465,0.208197263
1004000,8.08497909,8.667514881,0.763212606,1.455227329,9.735920989,38.16821033,671659.2933,1759733.023,1.455227329,0.763212606,0.080030786,0.208136283
1005000,6.901598585,7.169296884,6.549507809,10.16812191,9.379209672,46.38367636,673035.9075,1451011.092,10.16812191,6.549507809,0.080083108,0.208075419
1006000,8.188528868,9.08283167,4.469610322,2.657296405,11.92386062,36.39160427,673270.856,1850076.912,2.657296405,4.469610322,0.080135429,0.20801467
1007000,9.061594461,8.658441218,2.39793197,11.87389821,11.59399665,38.83886026,674636.926,1736990.853,11.87389821,2.39793197,0.080187751,0.207954036
1008000,7.8832982,8.617187541,11.92895644,9.937840656,12.38834612,38.57287252,677593.6192,1756663.598,9.937840656,11.92895644,0.080240072,0.207903715
